year,month,district,crop_type,disease_scientific,disease_common,disease_urdu,severity_level,temp_avg,humidity_avg,rainfall_mm,gdd,bioclimatic_suitability,symptoms,recommended_chemical,dosage_per_acre
2020,2,Sargodha,Wheat,Ustilago tritici,Loose Smut,کال کنگی,Medium,13.565909215054354,65.97772882521589,21.761286536827658,3.5659092150543543,0.2841421839550329,Ears converted into black powdery spore mass,Vitavax 200 WP,2.5 g/kg seed
2020,2,Rahim Yar Khan,Wheat,Ustilago tritici,Loose Smut,کال کنگی,Medium,16.538911350627902,67.52758268642395,15.031070981507796,6.538911350627902,0.354550064689829,Ears converted into black powdery spore mass,Vitavax 200 WP,2.5 g/kg seed
2020,8,Lahore,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,29.385041496047936,87.73196347866946,79.69168521689835,19.385041496047936,0.818415043603322,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2020,8,Faisalabad,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,28.756067089968173,81.71109609044018,88.55076331756817,18.756067089968173,0.7459332575147727,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2020,8,Multan,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,27.129018407605052,84.00800409481106,74.10387243260284,17.129018407605052,0.7235094252299332,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2020,8,Gujranwala,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,27.73225605500348,84.98943183417863,71.36388741468569,17.73225605500348,0.7482376779665733,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2020,8,Bahawalpur,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,29.566005506488036,85.09360325300409,71.36730242207415,19.566005506488036,0.7986914102683261,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2020,8,Sahiwal,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,29.74560043600799,79.02517531209892,72.78892781378545,19.74560043600799,0.7462385045140246,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2020,8,Rawalpindi,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,29.93160513823869,87.73556728140342,78.17142952157194,19.93160513823869,0.8336718591893146,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2020,8,Sheikhupura,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,29.82704971608318,88.66103898095533,73.34516400188554,19.82704971608318,0.8395229262109661,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2020,8,Sargodha,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,30.536649437964414,83.51127573418776,71.12175874994367,20.536649437964414,0.809572873400659,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2020,8,Rahim Yar Khan,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,30.707665080258806,81.58015631638143,71.74362867008534,20.707665080258806,0.7952813070979686,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2020,9,Lahore,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,32.22511035366907,89.3716012069261,69.19513876592292,22.225110353669074,0.9142887972626341,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2020,9,Faisalabad,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,27.660384195919082,90.39719734381778,58.800782547486214,17.660384195919082,0.7937845107188303,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2020,9,Multan,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,31.396702088349834,92.49316492749432,55.100732566316694,21.396702088349834,0.9218985220435386,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2020,9,Gujranwala,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,31.62957056914717,90.70487576900318,56.26351553122085,21.62957056914717,0.9107797679687025,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2020,9,Bahawalpur,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,27.78290254588439,89.72420545200546,59.69708098397551,17.78290254588439,0.7913647162158656,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2020,9,Sahiwal,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,28.572875272394086,91.30394835945167,57.471251595145894,18.572875272394086,0.828195659794198,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2020,9,Rawalpindi,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,31.226825927807337,90.94718406745784,56.83928198745931,21.226825927807337,0.9015847255551616,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2020,9,Sheikhupura,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,28.088752683142346,82.3545859740784,59.39558227870149,18.088752683142346,0.7343611421423719,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2020,9,Sargodha,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,30.542995101731755,91.59146505506439,66.9944128773197,20.542995101731755,0.8880881487419894,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2020,9,Rahim Yar Khan,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,29.503243336035034,85.09346569686815,68.24782820038507,19.503243336035034,0.7969946745273814,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2020,7,Lahore,Cotton,Cotton leaf curl virus,Cotton Leaf Curl Virus (CLCuV),کپاس کا پتہ مروڑ وائرس,Critical,38.87715569524954,56.84141438870509,6.045201677771612,28.87715569524954,0.7015341324215509,"Upward/downward leaf curling, thickened veins, enation",Vector Control (Polo 500 SC for Whitefly),200 ml/acre
2020,7,Faisalabad,Cotton,Cotton leaf curl virus,Cotton Leaf Curl Virus (CLCuV),کپاس کا پتہ مروڑ وائرس,Critical,35.89004505801914,64.14096964516703,14.560826576009724,25.89004505801914,0.7308007271841532,"Upward/downward leaf curling, thickened veins, enation",Vector Control (Polo 500 SC for Whitefly),200 ml/acre
2020,7,Multan,Cotton,Cotton leaf curl virus,Cotton Leaf Curl Virus (CLCuV),کپاس کا پتہ مروڑ وائرس,Critical,38.90765313566082,66.65778730053218,10.932373145531264,28.907653135660823,0.8233327197078613,"Upward/downward leaf curling, thickened veins, enation",Vector Control (Polo 500 SC for Whitefly),200 ml/acre
2020,7,Gujranwala,Cotton,Cotton leaf curl virus,Cotton Leaf Curl Virus (CLCuV),کپاس کا پتہ مروڑ وائرس,Critical,37.65150805364861,65.2803868022498,13.2786099792932,27.651508053648612,0.7802873045810174,"Upward/downward leaf curling, thickened veins, enation",Vector Control (Polo 500 SC for Whitefly),200 ml/acre
2020,7,Bahawalpur,Cotton,Cotton leaf curl virus,Cotton Leaf Curl Virus (CLCuV),کپاس کا پتہ مروڑ وائرس,Critical,35.99855293556238,59.901321105253594,24.428918651635662,25.99855293556238,0.6845590091166956,"Upward/downward leaf curling, thickened veins, enation",Vector Control (Polo 500 SC for Whitefly),200 ml/acre
2020,7,Sahiwal,Cotton,Cotton leaf curl virus,Cotton Leaf Curl Virus (CLCuV),کپاس کا پتہ مروڑ وائرس,Critical,37.057504796317936,65.59661436979077,10.796804244641454,27.057504796317936,0.7716974132161077,"Upward/downward leaf curling, thickened veins, enation",Vector Control (Polo 500 SC for Whitefly),200 ml/acre
2020,7,Rawalpindi,Cotton,Cotton leaf curl virus,Cotton Leaf Curl Virus (CLCuV),کپاس کا پتہ مروڑ وائرس,Critical,35.97316882194016,63.25602999452754,6.085544902734572,25.973168821940163,0.7223872526980476,"Upward/downward leaf curling, thickened veins, enation",Vector Control (Polo 500 SC for Whitefly),200 ml/acre
2020,7,Sheikhupura,Cotton,Cotton leaf curl virus,Cotton Leaf Curl Virus (CLCuV),کپاس کا پتہ مروڑ وائرس,Critical,36.59371515581496,63.52332334706426,25.070099614339178,26.593715155814962,0.7379537778772064,"Upward/downward leaf curling, thickened veins, enation",Vector Control (Polo 500 SC for Whitefly),200 ml/acre
2020,7,Sargodha,Cotton,Cotton leaf curl virus,Cotton Leaf Curl Virus (CLCuV),کپاس کا پتہ مروڑ وائرس,Critical,36.801076008290934,65.09618472759055,5.536689951023503,26.801076008290934,0.7605109974634309,"Upward/downward leaf curling, thickened veins, enation",Vector Control (Polo 500 SC for Whitefly),200 ml/acre
2020,7,Rahim Yar Khan,Cotton,Cotton leaf curl virus,Cotton Leaf Curl Virus (CLCuV),کپاس کا پتہ مروڑ وائرس,Critical,38.03088784832224,64.53150048880443,20.48487371584203,28.030887848322237,0.7791080183408485,"Upward/downward leaf curling, thickened veins, enation",Vector Control (Polo 500 SC for Whitefly),200 ml/acre
2020,8,Lahore,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,32.53539786340265,68.54836830043222,59.35494017459345,22.53539786340265,0.7080153763624192,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2020,8,Faisalabad,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,33.61860344760924,70.45040291400176,53.53955298002806,23.61860344760924,0.7518870343778157,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2020,8,Multan,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,35.484389421645936,69.39362893061733,49.169956892118265,25.484389421645936,0.7817112864619749,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2020,8,Gujranwala,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,32.72507232936205,70.62495884675015,54.062701994519,22.72507232936205,0.7337164719105133,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2020,8,Bahawalpur,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,33.99127684646163,77.34343696179468,47.12376891996568,23.99127684646163,0.8346038660397512,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2020,8,Sahiwal,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,33.56268267627117,71.39393877651386,44.94543589623283,23.562682676271173,0.7606895594175449,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2020,8,Rawalpindi,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,35.95729424236167,75.68992946723466,38.243903735062915,25.95729424236167,0.8640016079482405,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2020,8,Sheikhupura,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,32.46479208737129,72.97837646774988,53.5353419350882,22.464792087371293,0.7521358155236221,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2020,8,Sargodha,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,31.566739806165376,72.30383818141674,37.167023965778796,21.566739806165376,0.7245703005904341,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2020,8,Rahim Yar Khan,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,32.56366280000965,71.29308041876185,35.14460316472348,22.563662800009652,0.7370043907081053,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2020,7,Lahore,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,35.14848867233882,72.43117292945828,34.47220729401467,25.14848867233882,0.8082051622969139,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2020,7,Faisalabad,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,32.85335814634959,75.1522959328463,25.830480471480715,22.853358146349592,0.7838112043816671,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2020,7,Multan,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,34.732576387574504,76.4164506954576,22.959716376999367,24.732576387574504,0.8425841939832704,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2020,7,Gujranwala,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,36.81593062389638,79.46284804217336,29.557525642976707,26.815930623896378,0.9287297462532935,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2020,7,Bahawalpur,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,36.26532661816183,78.77700275000093,32.78566084605589,26.26532661816183,0.9069440427709894,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2020,7,Sahiwal,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,33.3478873307806,69.9039478186888,38.181322665973426,23.3478873307806,0.7400472939156828,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2020,7,Rawalpindi,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,35.21960260531527,75.35426025635593,22.255384116998407,25.219602605315274,0.8425228891575741,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2020,7,Sheikhupura,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,33.496758797851584,74.84354571779951,27.983082294190176,23.496758797851584,0.7958781582492407,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2020,7,Sargodha,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,35.76646243136892,73.81031238009176,36.216404931670375,25.76646243136892,0.8380742110444941,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2020,7,Rahim Yar Khan,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,33.11460535646546,73.5703261697151,24.04521120699185,23.11460535646546,0.7734134339862092,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2020,8,Lahore,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,29.471264988358897,79.05681907258872,37.32508815826374,19.471264988358897,0.7396522108015898,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2020,8,Faisalabad,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,29.000988727009805,79.32474835088107,46.621030834301415,19.000988727009805,0.7303162326021561,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2020,8,Multan,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,33.80047710840769,83.4965808863074,47.60729729165844,23.80047710840769,0.8959442129771252,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2020,8,Gujranwala,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,29.825160175327472,82.33032887087482,42.10456982136253,19.825160175327472,0.7795286494797554,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2020,8,Bahawalpur,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,31.09431425050063,83.15897890051035,40.93049282919456,21.09431425050063,0.8208798167248319,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2020,8,Sahiwal,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,32.082501462070844,82.92649823603247,38.313097805734046,22.082501462070844,0.8445998415561673,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2020,8,Rawalpindi,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,33.18920261160257,73.62214578076397,48.3736250787271,23.189202611602568,0.7757016866726084,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2020,8,Sheikhupura,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,31.541029668426635,72.36074164878707,54.04710575769731,21.541029668426635,0.7245499362456342,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2020,8,Sargodha,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,31.119253096183215,81.33433001720643,33.14457326090916,21.119253096183215,0.8035122543536313,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2020,8,Rahim Yar Khan,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,31.296475853887035,83.86567388470633,54.852622981004885,21.296475853887035,0.8332381072071987,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2020,1,Lahore,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,15.278705021609486,81.92990381433346,33.13077169314461,5.278705021609486,0.98,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2020,1,Faisalabad,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,16.410960614812485,86.55605976150608,34.865326929406194,6.410960614812485,0.98,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2020,1,Multan,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,12.012067972027392,80.08533968126517,20.3467427150321,2.012067972027392,0.8277303703349637,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2020,1,Gujranwala,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,14.629217377198746,89.20528548344656,16.197807797659397,4.629217377198746,0.98,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2020,1,Bahawalpur,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,14.925981385057279,90.11045814883695,30.873818288496658,4.925981385057279,0.98,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
